EmployeeID,CourseName,TrainingDate,Completed,CertificateValid
EMP30315,Electrical Safety,2023-02-07,Yes,Yes
EMP30315,Working at Heights,2023-02-16,Yes,Yes
EMP47550,Fire Safety,2024-10-24,Yes,Yes
EMP47550,OSHA Safety Fundamentals,2024-11-06,Yes,Yes
EMP47550,Electrical Safety,2024-07-15,Yes,Yes
EMP20717,Scaffolding Safety,2022-05-02,Yes,Yes
EMP46024,Heavy Equipment Operation,2024-01-16,Yes,Yes
EMP46024,Fire Safety,2023-06-06,Yes,Yes
EMP46024,Electrical Safety,2024-01-09,Yes,Yes
EMP46024,Confined Space Entry,2023-04-30,Yes,Yes
EMP45318,Electrical Safety,2024-12-07,Yes,Yes
EMP45318,PPE Usage Training,2024-06-01,Yes,Yes
EMP45318,Heavy Equipment Operation,2024-04-05,Yes,Yes
EMP45318,OSHA Safety Fundamentals,2024-05-14,Yes,Yes
EMP35181,Scaffolding Safety,2023-01-10,Yes,Yes
EMP35181,Heavy Equipment Operation,2023-07-10,Yes,Yes
EMP41075,Fire Safety,2022-12-30,Yes,Yes
EMP41075,Confined Space Entry,2022-12-15,Yes,Yes
EMP41075,First Aid & CPR,2023-03-12,Yes,Yes
EMP41075,Heat Stress Prevention,2023-10-15,Yes,Yes
EMP6133,Electrical Safety,2024-10-25,Yes,Yes
EMP39115,PPE Usage Training,2023-11-01,No,No
EMP41531,First Aid & CPR,2025-05-14,Yes,Yes
EMP43831,Heavy Equipment Operation,2024-08-14,Yes,Yes
EMP43831,Fire Safety,2025-03-18,Yes,Yes
EMP43831,Confined Space Entry,2025-03-11,Yes,Yes
EMP16623,Confined Space Entry,2023-02-20,Yes,Yes
EMP16623,Scaffolding Safety,2023-01-10,Yes,Yes
EMP16623,Working at Heights,2022-12-25,Yes,Yes
EMP16623,Heavy Equipment Operation,2022-07-06,Yes,Yes
EMP20100,PPE Usage Training,2023-11-12,No,No
EMP33821,Confined Space Entry,2023-03-04,Yes,Yes
EMP33821,Scaffolding Safety,2022-12-22,Yes,Yes
EMP33821,Heat Stress Prevention,2022-10-31,Yes,Yes
EMP33821,OSHA Safety Fundamentals,2023-06-17,Yes,Yes
EMP7423,Confined Space Entry,2024-09-11,Yes,Yes
EMP9512,OSHA Safety Fundamentals,2025-05-07,Yes,Yes
EMP9512,First Aid & CPR,2025-05-30,Yes,Yes
EMP9512,Scaffolding Safety,2025-08-18,Yes,Yes
EMP9512,Heat Stress Prevention,2025-02-17,Yes,Yes
EMP47467,Confined Space Entry,2022-08-26,Yes,Yes
EMP47467,Electrical Safety,2022-11-08,Yes,Yes
EMP48898,Electrical Safety,2024-03-06,Yes,Yes
EMP48898,Scaffolding Safety,2024-06-05,Yes,Yes
EMP48898,Heat Stress Prevention,2024-02-05,Yes,Yes
EMP48898,First Aid & CPR,2024-10-12,No,No
EMP49943,Heat Stress Prevention,2024-03-18,Yes,Yes
EMP49943,Heavy Equipment Operation,2023-08-22,Yes,Yes
EMP49943,Working at Heights,2023-12-11,Yes,Yes
EMP49943,PPE Usage Training,2023-07-25,Yes,Yes
EMP17700,First Aid & CPR,2022-11-15,Yes,Yes
EMP17700,Confined Space Entry,2023-01-27,Yes,Yes
EMP17700,PPE Usage Training,2022-09-18,Yes,Yes
EMP46991,Scaffolding Safety,2024-04-13,Yes,Yes
EMP46991,Heavy Equipment Operation,2024-10-14,Yes,Yes
EMP46991,Electrical Safety,2024-03-19,No,No
EMP46991,Confined Space Entry,2025-01-05,Yes,Yes
EMP3919,Heavy Equipment Operation,2025-01-07,Yes,Yes
EMP3919,PPE Usage Training,2024-08-09,Yes,Yes
EMP3919,Working at Heights,2024-09-29,No,No
EMP3919,Heat Stress Prevention,2024-07-08,Yes,Yes
EMP28466,Scaffolding Safety,2023-10-12,Yes,Yes
EMP28466,Confined Space Entry,2024-01-14,Yes,Yes
EMP28466,OSHA Safety Fundamentals,2024-03-23,Yes,Yes
EMP16269,Working at Heights,2023-02-26,Yes,Yes
EMP16269,First Aid & CPR,2023-06-20,No,No
EMP6555,Heat Stress Prevention,2025-08-12,Yes,Yes
EMP14160,Fire Safety,2022-12-30,Yes,Yes
EMP23702,PPE Usage Training,2025-06-16,Yes,Yes
EMP23702,Electrical Safety,2025-02-13,Yes,Yes
EMP23702,First Aid & CPR,2025-05-06,Yes,Yes
EMP23702,Working at Heights,2025-08-01,Yes,Yes
EMP3534,Electrical Safety,2024-07-14,Yes,Yes
EMP17402,Heat Stress Prevention,2025-09-30,Yes,Yes
EMP7461,Fire Safety,2024-11-18,Yes,Yes
EMP7461,First Aid & CPR,2025-05-27,Yes,Yes
EMP7461,Heavy Equipment Operation,2025-06-07,Yes,Yes
EMP43046,Working at Heights,2024-02-27,Yes,Yes
EMP43046,Heat Stress Prevention,2024-02-06,Yes,Yes
EMP43046,Heavy Equipment Operation,2024-07-20,Yes,Yes
EMP43046,First Aid & CPR,2024-09-06,Yes,Yes
EMP38510,OSHA Safety Fundamentals,2023-06-16,No,No
EMP38858,Heavy Equipment Operation,2024-09-05,Yes,Yes
EMP38858,First Aid & CPR,2024-06-27,No,No
EMP29706,OSHA Safety Fundamentals,2025-08-26,Yes,Yes
EMP29706,Working at Heights,2025-11-11,No,No
EMP29706,Fire Safety,2025-08-04,Yes,Yes
EMP10478,Fire Safety,2023-10-02,Yes,Yes
EMP10478,Working at Heights,2023-11-29,Yes,Yes
EMP10478,PPE Usage Training,2024-07-14,Yes,Yes
EMP10478,First Aid & CPR,2024-07-14,Yes,Yes
EMP42088,Confined Space Entry,2022-08-13,No,No
EMP42088,First Aid & CPR,2023-06-21,Yes,Yes
EMP25924,First Aid & CPR,2023-04-12,Yes,Yes
EMP25924,OSHA Safety Fundamentals,2023-03-01,No,No
EMP25924,Working at Heights,2023-02-10,Yes,Yes
EMP46906,Working at Heights,2025-03-12,Yes,Yes
EMP46906,Fire Safety,2024-09-21,Yes,Yes
EMP46906,First Aid & CPR,2025-06-30,Yes,Yes
EMP46906,Scaffolding Safety,2025-02-20,Yes,Yes
EMP49401,Electrical Safety,2025-04-25,Yes,Yes
EMP49401,Working at Heights,2025-09-30,Yes,Yes
EMP23398,Confined Space Entry,2022-11-26,Yes,Yes
EMP23398,OSHA Safety Fundamentals,2022-12-11,Yes,Yes
EMP23398,Heat Stress Prevention,2023-09-21,Yes,Yes
EMP23398,Scaffolding Safety,2023-06-28,Yes,Yes
EMP13128,OSHA Safety Fundamentals,2025-07-24,Yes,Yes
EMP13128,Working at Heights,2025-09-16,Yes,Yes
EMP13128,Confined Space Entry,2025-10-29,Yes,Yes
EMP44894,Heavy Equipment Operation,2025-06-29,Yes,Yes
EMP44894,Working at Heights,2025-07-16,Yes,Yes
EMP5591,First Aid & CPR,2025-02-08,Yes,Yes
EMP5591,Heavy Equipment Operation,2025-03-20,Yes,Yes
EMP14079,Electrical Safety,2025-02-23,Yes,Yes
EMP14079,PPE Usage Training,2025-03-30,No,No
EMP14079,Working at Heights,2025-01-19,Yes,Yes
EMP14079,Confined Space Entry,2024-10-24,Yes,Yes
EMP34286,PPE Usage Training,2024-06-09,Yes,Yes
EMP34286,Fire Safety,2024-02-18,Yes,Yes
EMP34286,Heat Stress Prevention,2024-02-01,Yes,Yes
EMP34286,Working at Heights,2024-02-22,Yes,Yes
EMP11880,Confined Space Entry,2024-08-29,Yes,Yes
EMP11469,Heat Stress Prevention,2022-10-23,Yes,Yes
EMP43745,Working at Heights,2024-10-14,Yes,Yes
EMP23518,Electrical Safety,2025-07-16,Yes,Yes
EMP50227,Confined Space Entry,2024-09-09,Yes,Yes
EMP50227,PPE Usage Training,2024-10-02,Yes,Yes
EMP14406,Heavy Equipment Operation,2025-04-27,Yes,Yes
EMP14406,First Aid & CPR,2025-09-02,Yes,Yes
EMP14406,Scaffolding Safety,2025-05-07,Yes,Yes
EMP14406,OSHA Safety Fundamentals,2025-01-02,Yes,Yes
EMP12817,Working at Heights,2024-08-24,Yes,Yes
EMP12817,Heat Stress Prevention,2024-06-06,Yes,Yes
EMP37509,Confined Space Entry,2024-04-14,Yes,Yes
EMP37509,OSHA Safety Fundamentals,2024-01-07,Yes,Yes
EMP37509,Fire Safety,2024-02-13,Yes,Yes
EMP13800,OSHA Safety Fundamentals,2025-10-18,Yes,Yes
EMP13800,Heavy Equipment Operation,2025-04-13,Yes,Yes
EMP13800,First Aid & CPR,2025-08-22,Yes,Yes
EMP17682,Heat Stress Prevention,2023-06-26,Yes,Yes
EMP17682,Confined Space Entry,2023-06-20,Yes,Yes
EMP17682,First Aid & CPR,2022-10-22,Yes,Yes
EMP17682,Working at Heights,2022-11-23,Yes,Yes
EMP9488,PPE Usage Training,2023-11-10,Yes,Yes
EMP9488,Scaffolding Safety,2023-05-01,Yes,Yes
EMP3498,Electrical Safety,2024-03-30,Yes,Yes
EMP17635,Heavy Equipment Operation,2022-09-03,Yes,Yes
EMP17635,Fire Safety,2022-11-25,Yes,Yes
EMP39956,Heat Stress Prevention,2022-12-28,Yes,Yes
EMP39956,Electrical Safety,2022-09-02,Yes,Yes
EMP39956,Heavy Equipment Operation,2022-10-20,Yes,Yes
EMP9519,Confined Space Entry,2024-11-25,Yes,Yes
EMP4104,Fire Safety,2025-01-18,Yes,Yes
EMP24962,OSHA Safety Fundamentals,2023-08-11,Yes,Yes
EMP13257,Heavy Equipment Operation,2024-06-26,Yes,Yes
EMP13257,Confined Space Entry,2025-01-18,Yes,Yes
EMP35447,Heavy Equipment Operation,2024-01-18,Yes,Yes
EMP35447,PPE Usage Training,2024-01-22,Yes,Yes
EMP35447,Scaffolding Safety,2024-11-02,Yes,Yes
EMP35447,OSHA Safety Fundamentals,2023-11-30,Yes,Yes
EMP1901,Electrical Safety,2025-10-06,Yes,Yes
EMP1901,Fire Safety,2025-04-05,Yes,Yes
EMP1901,Heat Stress Prevention,2025-06-04,Yes,Yes
EMP1901,Scaffolding Safety,2025-04-03,Yes,Yes
EMP9814,Confined Space Entry,2023-03-16,Yes,Yes
EMP9814,Electrical Safety,2023-05-13,Yes,Yes
EMP9814,Heat Stress Prevention,2022-12-06,Yes,Yes
EMP35990,PPE Usage Training,2023-03-28,Yes,Yes
EMP35990,Electrical Safety,2022-09-09,Yes,Yes
EMP35990,Heavy Equipment Operation,2022-12-12,Yes,Yes
EMP16548,First Aid & CPR,2024-06-24,Yes,Yes
EMP16548,Heavy Equipment Operation,2024-12-27,Yes,Yes
EMP16548,OSHA Safety Fundamentals,2024-10-29,Yes,Yes
EMP17395,Confined Space Entry,2023-02-21,Yes,Yes
EMP17395,Scaffolding Safety,2023-05-28,Yes,Yes
EMP19208,Electrical Safety,2025-03-21,Yes,Yes
EMP19208,Heat Stress Prevention,2025-07-29,Yes,Yes
EMP49430,Heat Stress Prevention,2024-01-27,Yes,Yes
EMP49430,Scaffolding Safety,2023-10-27,Yes,Yes
EMP49430,First Aid & CPR,2024-01-23,Yes,Yes
EMP49430,Heavy Equipment Operation,2023-07-31,Yes,Yes
EMP34633,Heavy Equipment Operation,2025-11-10,Yes,Yes
EMP22187,Working at Heights,2025-08-08,Yes,Yes
EMP22187,OSHA Safety Fundamentals,2025-01-24,Yes,Yes
EMP22187,First Aid & CPR,2025-01-30,Yes,Yes
EMP7293,Working at Heights,2022-12-02,Yes,Yes
EMP7293,Confined Space Entry,2023-06-10,Yes,Yes
EMP7293,Heavy Equipment Operation,2023-06-30,Yes,Yes
EMP30585,Heavy Equipment Operation,2023-09-16,Yes,Yes
EMP30585,OSHA Safety Fundamentals,2023-04-19,Yes,Yes
EMP30585,Scaffolding Safety,2023-01-19,Yes,Yes
EMP30585,Confined Space Entry,2023-11-27,Yes,Yes
EMP38660,OSHA Safety Fundamentals,2025-10-26,Yes,Yes
EMP38660,Heat Stress Prevention,2025-10-30,Yes,Yes
EMP38660,First Aid & CPR,2025-11-02,Yes,Yes
EMP38660,Confined Space Entry,2025-09-14,Yes,Yes
EMP25745,Heat Stress Prevention,2025-06-21,Yes,Yes
EMP15265,Working at Heights,2022-06-11,No,No
EMP15265,PPE Usage Training,2023-01-19,Yes,Yes
EMP15265,Heavy Equipment Operation,2023-01-24,Yes,Yes
EMP15265,Heat Stress Prevention,2022-11-19,Yes,Yes
EMP20958,First Aid & CPR,2025-08-24,Yes,Yes
EMP20958,Scaffolding Safety,2025-04-07,Yes,Yes
EMP20958,Confined Space Entry,2025-07-22,No,No
EMP20958,Heavy Equipment Operation,2025-09-30,No,No
EMP8886,Electrical Safety,2023-12-07,Yes,Yes
EMP8886,Confined Space Entry,2024-02-04,Yes,Yes
EMP8886,OSHA Safety Fundamentals,2023-12-29,Yes,Yes
EMP2651,Working at Heights,2023-05-31,Yes,Yes
EMP2651,Fire Safety,2023-04-14,Yes,Yes
EMP2651,PPE Usage Training,2022-09-25,Yes,Yes
EMP36179,OSHA Safety Fundamentals,2025-11-01,Yes,Yes
EMP1141,OSHA Safety Fundamentals,2025-11-07,Yes,Yes
EMP1141,First Aid & CPR,2025-06-23,Yes,Yes
EMP1141,Scaffolding Safety,2025-10-20,No,No
EMP24599,Confined Space Entry,2025-10-11,Yes,Yes
EMP24599,PPE Usage Training,2025-10-28,Yes,Yes
EMP31538,Heavy Equipment Operation,2024-08-28,Yes,Yes
EMP31538,PPE Usage Training,2024-01-03,Yes,Yes
EMP31538,Fire Safety,2024-07-10,Yes,Yes
EMP31538,Working at Heights,2023-09-17,Yes,Yes
EMP26277,PPE Usage Training,2025-10-16,Yes,Yes
EMP45502,OSHA Safety Fundamentals,2023-08-08,Yes,Yes
EMP24367,Heavy Equipment Operation,2025-09-03,Yes,Yes
EMP24367,Fire Safety,2025-06-09,Yes,Yes
EMP14744,Working at Heights,2024-12-23,Yes,Yes
EMP38353,Electrical Safety,2023-03-29,Yes,Yes
EMP40481,Electrical Safety,2022-07-02,Yes,Yes
EMP40481,Heavy Equipment Operation,2022-09-28,Yes,Yes
EMP40481,Fire Safety,2022-06-16,Yes,Yes
EMP27758,Fire Safety,2025-10-14,Yes,Yes
EMP27758,Electrical Safety,2025-11-07,Yes,Yes
EMP27758,First Aid & CPR,2025-10-30,Yes,Yes
EMP27758,Scaffolding Safety,2025-11-11,Yes,Yes
EMP19341,Electrical Safety,2023-07-09,Yes,Yes
EMP46590,Heavy Equipment Operation,2024-12-18,Yes,Yes
EMP46590,Confined Space Entry,2025-07-19,Yes,Yes
EMP46590,Fire Safety,2025-06-08,Yes,Yes
EMP17549,Scaffolding Safety,2025-11-05,Yes,Yes
EMP17549,Electrical Safety,2025-11-01,Yes,Yes
EMP22100,First Aid & CPR,2024-11-09,No,No
EMP22100,Electrical Safety,2024-11-03,Yes,Yes
EMP30465,Electrical Safety,2025-01-23,Yes,Yes
EMP30465,OSHA Safety Fundamentals,2024-12-06,Yes,Yes
EMP28114,Electrical Safety,2022-12-18,Yes,Yes
EMP28114,Fire Safety,2022-03-28,Yes,Yes
EMP28114,Heat Stress Prevention,2022-12-03,Yes,Yes
EMP28114,PPE Usage Training,2022-08-14,Yes,Yes
EMP50098,Scaffolding Safety,2023-04-13,Yes,Yes
EMP50098,Working at Heights,2023-05-14,Yes,Yes
EMP22429,PPE Usage Training,2023-05-07,No,No
EMP22429,Electrical Safety,2023-10-11,Yes,Yes
EMP22429,OSHA Safety Fundamentals,2023-12-25,Yes,Yes
EMP22429,Working at Heights,2023-12-18,Yes,Yes
EMP23713,PPE Usage Training,2022-08-07,Yes,Yes
EMP23713,Fire Safety,2022-12-19,No,No
EMP44070,Confined Space Entry,2024-07-12,Yes,Yes
EMP44070,Fire Safety,2024-09-09,Yes,Yes
EMP44070,Working at Heights,2024-09-05,Yes,Yes
EMP38038,PPE Usage Training,2024-04-05,Yes,Yes
EMP38038,Scaffolding Safety,2024-06-13,No,No
EMP38038,Heavy Equipment Operation,2024-06-15,Yes,Yes
EMP21845,Confined Space Entry,2024-07-27,Yes,Yes
EMP21845,Heat Stress Prevention,2024-11-18,Yes,Yes
EMP16261,Electrical Safety,2024-08-06,Yes,Yes
EMP16261,Fire Safety,2024-10-01,Yes,Yes
EMP16261,PPE Usage Training,2025-01-12,Yes,Yes
EMP6589,Confined Space Entry,2025-09-10,Yes,Yes
EMP6589,Fire Safety,2025-10-10,Yes,Yes
EMP6589,Scaffolding Safety,2025-10-27,Yes,Yes
EMP6589,First Aid & CPR,2025-09-13,Yes,Yes
EMP14555,Heavy Equipment Operation,2024-12-29,Yes,Yes
EMP14555,OSHA Safety Fundamentals,2025-01-02,Yes,Yes
EMP14555,Electrical Safety,2024-10-17,Yes,Yes
EMP8048,OSHA Safety Fundamentals,2025-07-31,Yes,Yes
EMP8048,Scaffolding Safety,2025-11-07,Yes,Yes
EMP8048,Confined Space Entry,2025-08-08,Yes,Yes
EMP48659,Electrical Safety,2024-11-19,Yes,Yes
EMP37658,Heavy Equipment Operation,2025-09-26,Yes,Yes
EMP31979,OSHA Safety Fundamentals,2022-02-18,Yes,Yes
EMP31979,Heat Stress Prevention,2022-05-25,Yes,Yes
EMP31979,Scaffolding Safety,2022-09-28,Yes,Yes
EMP34464,Working at Heights,2025-05-23,Yes,Yes
EMP34464,Confined Space Entry,2025-04-10,Yes,Yes
EMP34464,PPE Usage Training,2025-01-22,Yes,Yes
EMP14389,OSHA Safety Fundamentals,2025-11-01,No,No
EMP14389,PPE Usage Training,2025-09-30,Yes,Yes
EMP44839,Heavy Equipment Operation,2022-11-10,No,No
EMP44839,Fire Safety,2023-06-18,Yes,Yes
EMP44839,Heat Stress Prevention,2022-10-14,Yes,Yes
EMP30804,Working at Heights,2023-09-14,Yes,Yes
EMP30804,First Aid & CPR,2023-08-31,Yes,Yes
EMP30804,Heat Stress Prevention,2024-02-11,Yes,Yes
EMP30804,Scaffolding Safety,2023-10-08,Yes,Yes
EMP28440,First Aid & CPR,2025-07-19,Yes,Yes
EMP28440,Heavy Equipment Operation,2025-11-08,Yes,Yes
EMP41428,OSHA Safety Fundamentals,2023-05-26,No,No
EMP41428,Confined Space Entry,2023-04-14,Yes,Yes
EMP41428,Scaffolding Safety,2023-06-22,Yes,Yes
EMP41428,Electrical Safety,2023-06-02,Yes,Yes
EMP16673,Electrical Safety,2025-04-14,Yes,Yes
EMP16673,Heat Stress Prevention,2025-01-30,Yes,Yes
EMP16673,PPE Usage Training,2024-12-07,Yes,Yes
EMP31045,PPE Usage Training,2023-12-27,Yes,Yes
EMP31045,Confined Space Entry,2023-11-02,Yes,Yes
EMP31045,Scaffolding Safety,2023-06-28,Yes,Yes
EMP31045,Working at Heights,2023-02-15,No,No
EMP17506,PPE Usage Training,2024-07-09,Yes,Yes
EMP17506,Confined Space Entry,2024-10-12,No,No
EMP17506,Fire Safety,2024-08-23,Yes,Yes
EMP17506,First Aid & CPR,2024-04-05,Yes,Yes
EMP5578,PPE Usage Training,2024-08-09,Yes,Yes
EMP17907,First Aid & CPR,2023-03-14,No,No
EMP17907,Heavy Equipment Operation,2023-05-27,Yes,Yes
EMP2149,OSHA Safety Fundamentals,2025-10-15,Yes,Yes
EMP2149,PPE Usage Training,2025-08-29,Yes,Yes
EMP20932,First Aid & CPR,2025-11-10,Yes,Yes
EMP4460,Heat Stress Prevention,2024-09-17,No,No
EMP4460,Electrical Safety,2024-09-30,Yes,Yes
EMP4460,First Aid & CPR,2024-08-10,Yes,Yes
EMP17838,Heat Stress Prevention,2023-06-12,Yes,Yes
EMP17838,First Aid & CPR,2023-07-25,Yes,Yes
EMP16181,First Aid & CPR,2025-03-08,No,No
EMP19761,Heat Stress Prevention,2022-08-29,Yes,Yes
EMP19761,Scaffolding Safety,2022-09-09,Yes,Yes
EMP27730,Electrical Safety,2024-03-30,Yes,Yes
EMP15281,Scaffolding Safety,2025-08-07,Yes,Yes
EMP12319,First Aid & CPR,2024-09-13,Yes,Yes
EMP12319,Scaffolding Safety,2024-04-04,Yes,Yes
EMP12319,Working at Heights,2024-01-12,Yes,Yes
EMP12319,Heat Stress Prevention,2024-09-26,Yes,Yes
EMP23366,OSHA Safety Fundamentals,2025-07-13,Yes,Yes
EMP23366,Working at Heights,2025-09-10,Yes,Yes
EMP23366,Confined Space Entry,2025-09-15,Yes,Yes
EMP15928,Electrical Safety,2025-08-11,Yes,Yes
EMP15928,Scaffolding Safety,2025-09-09,Yes,Yes
EMP15928,Heat Stress Prevention,2025-08-25,Yes,Yes
EMP17105,Heavy Equipment Operation,2024-02-19,Yes,Yes
EMP23068,First Aid & CPR,2022-11-06,Yes,Yes
EMP23068,Fire Safety,2022-10-26,Yes,Yes
EMP23068,Heavy Equipment Operation,2022-12-29,Yes,Yes
EMP25685,Confined Space Entry,2023-11-18,Yes,Yes
EMP13117,Fire Safety,2025-10-25,Yes,Yes
EMP11518,OSHA Safety Fundamentals,2022-08-13,Yes,Yes
EMP41857,OSHA Safety Fundamentals,2024-11-08,Yes,Yes
EMP41857,PPE Usage Training,2024-02-09,Yes,Yes
EMP41857,Scaffolding Safety,2024-10-15,Yes,Yes
EMP35227,Confined Space Entry,2023-08-13,Yes,Yes
EMP35227,Electrical Safety,2022-12-18,Yes,Yes
EMP35227,Scaffolding Safety,2023-05-21,Yes,Yes
EMP35227,Fire Safety,2022-11-08,Yes,Yes
EMP43547,OSHA Safety Fundamentals,2025-09-01,Yes,Yes
EMP18308,Electrical Safety,2025-01-26,Yes,Yes
EMP26983,OSHA Safety Fundamentals,2025-08-26,Yes,Yes
EMP26983,Working at Heights,2025-09-25,Yes,Yes
EMP42229,Fire Safety,2024-09-12,No,No
EMP42229,First Aid & CPR,2024-08-19,Yes,Yes
EMP42229,PPE Usage Training,2024-05-25,Yes,Yes
EMP9139,Fire Safety,2025-05-08,Yes,Yes
EMP3938,Scaffolding Safety,2023-11-17,Yes,Yes
EMP3938,Confined Space Entry,2023-10-04,Yes,Yes
EMP3938,Working at Heights,2024-01-26,Yes,Yes
EMP15121,PPE Usage Training,2025-02-01,No,No
EMP15121,Fire Safety,2024-09-29,Yes,Yes
EMP4560,Heavy Equipment Operation,2023-09-28,Yes,Yes
EMP4560,Working at Heights,2023-02-28,No,No
EMP4560,Fire Safety,2023-04-13,Yes,Yes
EMP4529,Electrical Safety,2025-06-16,Yes,Yes
EMP4529,OSHA Safety Fundamentals,2025-06-04,Yes,Yes
EMP4529,Working at Heights,2025-09-03,Yes,Yes
EMP4529,First Aid & CPR,2025-08-20,No,No
EMP19542,Electrical Safety,2025-06-29,Yes,Yes
EMP19542,Working at Heights,2025-08-31,Yes,Yes
EMP19542,First Aid & CPR,2025-10-01,Yes,Yes
EMP16989,First Aid & CPR,2024-10-20,Yes,Yes
EMP16989,Heat Stress Prevention,2024-11-19,Yes,Yes
EMP16989,Fire Safety,2024-07-23,Yes,Yes
EMP29463,Fire Safety,2023-05-09,Yes,Yes
EMP11983,Working at Heights,2025-05-10,Yes,Yes
EMP11983,Fire Safety,2025-10-13,Yes,Yes
EMP11983,Heat Stress Prevention,2025-07-03,Yes,Yes
EMP40129,First Aid & CPR,2023-10-20,Yes,Yes
EMP40129,Scaffolding Safety,2023-12-05,Yes,Yes
EMP40129,PPE Usage Training,2023-11-22,Yes,Yes
EMP21482,OSHA Safety Fundamentals,2023-05-05,Yes,Yes
EMP47191,Fire Safety,2025-01-07,Yes,Yes
EMP47191,Confined Space Entry,2024-12-27,Yes,Yes
EMP25432,Working at Heights,2022-12-26,Yes,Yes
EMP25432,Heat Stress Prevention,2022-05-31,Yes,Yes
EMP47441,PPE Usage Training,2025-04-07,Yes,Yes
EMP47441,Electrical Safety,2025-07-14,Yes,Yes
EMP47441,Scaffolding Safety,2025-07-06,Yes,Yes
EMP19860,Working at Heights,2025-09-30,Yes,Yes
EMP19860,Electrical Safety,2025-08-01,Yes,Yes
EMP19860,Fire Safety,2025-03-23,Yes,Yes
EMP19860,Heavy Equipment Operation,2025-06-28,Yes,Yes
EMP46426,PPE Usage Training,2025-06-27,Yes,Yes
EMP46426,Heavy Equipment Operation,2025-05-18,Yes,Yes
EMP16455,Heavy Equipment Operation,2023-08-04,Yes,Yes
EMP16455,First Aid & CPR,2024-03-01,Yes,Yes
EMP16455,Working at Heights,2023-09-05,Yes,Yes
EMP28505,PPE Usage Training,2022-10-30,Yes,Yes
EMP28505,Working at Heights,2023-04-19,Yes,Yes
EMP28505,First Aid & CPR,2022-10-23,Yes,Yes
EMP7259,Electrical Safety,2022-02-19,Yes,Yes
EMP16706,Confined Space Entry,2024-04-09,Yes,Yes
EMP24859,PPE Usage Training,2024-01-26,Yes,Yes
EMP24859,Working at Heights,2024-05-16,Yes,Yes
EMP1521,Heat Stress Prevention,2025-06-01,Yes,Yes
EMP1521,Electrical Safety,2025-08-15,Yes,Yes
EMP46739,Heat Stress Prevention,2024-02-02,Yes,Yes
EMP46739,PPE Usage Training,2023-08-10,Yes,Yes
EMP46739,Confined Space Entry,2024-02-04,No,No
EMP46739,Working at Heights,2024-05-24,Yes,Yes
EMP39739,Scaffolding Safety,2025-04-05,Yes,Yes
EMP39739,PPE Usage Training,2024-10-30,Yes,Yes
EMP39739,Working at Heights,2025-02-01,Yes,Yes
EMP28828,Fire Safety,2025-07-22,Yes,Yes
EMP28828,First Aid & CPR,2025-04-25,Yes,Yes
EMP32622,Heavy Equipment Operation,2024-04-28,Yes,Yes
EMP32622,Working at Heights,2024-08-10,Yes,Yes
EMP32622,First Aid & CPR,2025-01-20,Yes,Yes
EMP32622,OSHA Safety Fundamentals,2024-10-11,Yes,Yes
EMP47819,Fire Safety,2025-09-03,Yes,Yes
EMP47819,Working at Heights,2025-08-24,Yes,Yes
EMP47819,OSHA Safety Fundamentals,2025-09-17,Yes,Yes
EMP19764,Working at Heights,2025-10-29,Yes,Yes
EMP19764,First Aid & CPR,2025-10-16,Yes,Yes
EMP19764,Heat Stress Prevention,2025-10-18,Yes,Yes
EMP32813,PPE Usage Training,2023-08-22,Yes,Yes
EMP32813,Heat Stress Prevention,2023-12-02,Yes,Yes
EMP50132,OSHA Safety Fundamentals,2023-02-14,Yes,Yes
EMP50132,Heat Stress Prevention,2022-04-25,Yes,Yes
EMP50132,Confined Space Entry,2022-04-23,Yes,Yes
EMP50132,Working at Heights,2022-12-14,Yes,Yes
EMP31199,Working at Heights,2025-05-18,Yes,Yes
EMP31199,Electrical Safety,2025-07-19,Yes,Yes
EMP31199,Heat Stress Prevention,2024-10-24,Yes,Yes
EMP31008,Confined Space Entry,2022-11-18,Yes,Yes
EMP15354,Scaffolding Safety,2025-04-04,Yes,Yes
EMP46586,Working at Heights,2025-06-04,Yes,Yes
EMP18502,OSHA Safety Fundamentals,2025-07-16,Yes,Yes
EMP49690,PPE Usage Training,2025-10-27,Yes,Yes
EMP34126,Heat Stress Prevention,2025-09-20,Yes,Yes
EMP34126,Electrical Safety,2025-10-19,No,No
EMP34126,First Aid & CPR,2025-08-23,No,No
EMP34126,OSHA Safety Fundamentals,2025-10-02,Yes,Yes
EMP46385,Heat Stress Prevention,2025-09-10,Yes,Yes
EMP46385,Confined Space Entry,2025-07-04,No,No
EMP50438,Fire Safety,2022-11-13,Yes,Yes
EMP50438,Confined Space Entry,2023-03-27,Yes,Yes
EMP50438,Working at Heights,2022-05-30,Yes,Yes
EMP5750,OSHA Safety Fundamentals,2024-01-10,Yes,Yes
EMP12858,Electrical Safety,2023-10-25,Yes,Yes
EMP12858,OSHA Safety Fundamentals,2024-07-21,No,No
EMP12858,Scaffolding Safety,2024-05-04,Yes,Yes
EMP3879,OSHA Safety Fundamentals,2024-04-02,Yes,Yes
EMP3879,PPE Usage Training,2023-11-13,Yes,Yes
EMP3879,Confined Space Entry,2024-08-11,Yes,Yes
EMP41611,Fire Safety,2025-10-06,Yes,Yes
EMP41611,PPE Usage Training,2025-10-16,Yes,Yes
EMP41611,Heat Stress Prevention,2025-09-17,Yes,Yes
