EmployeeID,ExitDate,ExitReason,TenureAtExit_Months,RehireEligible
EMP15360,2023-08-30,Work Conditions,28,No
EMP15365,2025-09-26,Better Opportunity,3,Yes
EMP15372,2024-11-16,Better Opportunity,23,Yes
EMP15385,2023-08-23,Better Opportunity,39,Yes
EMP15411,2025-08-07,Better Opportunity,7,Yes
EMP15412,2024-05-10,End of Contract,40,Yes
EMP15423,2025-09-23,End of Contract,5,Yes
EMP15425,2025-10-29,End of Contract,14,Yes
EMP15448,2024-01-27,Work Conditions,38,No
EMP15453,2025-01-28,Better Opportunity,33,Yes
EMP15468,2025-06-10,Work Conditions,35,No
EMP15476,2024-07-24,Better Opportunity,32,Yes
EMP15488,2025-10-01,Better Opportunity,7,Yes
EMP15494,2023-07-15,Family Reasons,34,Yes
EMP15516,2025-03-27,End of Contract,29,Yes
EMP15518,2025-05-03,Salary Issues,28,No
EMP15565,2025-06-18,Better Opportunity,6,Yes
EMP15594,2023-10-24,Better Opportunity,41,Yes
EMP15604,2024-05-17,Health Issues,41,No
EMP15611,2024-01-16,Work Conditions,27,No
EMP15619,2024-11-21,Family Reasons,33,Yes
EMP15642,2025-01-22,Better Opportunity,20,Yes
EMP15674,2025-04-22,End of Contract,9,Yes
EMP15676,2025-07-20,Better Opportunity,16,Yes
EMP15700,2025-03-30,End of Contract,39,Yes
EMP15702,2024-04-03,Salary Issues,21,No
EMP15711,2024-12-08,Better Opportunity,19,Yes
EMP15729,2023-06-06,End of Contract,33,Yes
EMP15751,2023-07-18,Salary Issues,35,No
EMP15754,2025-10-14,Better Opportunity,4,Yes
EMP15765,2025-10-13,Salary Issues,15,No
EMP15769,2025-04-14,Work Conditions,17,No
EMP15781,2022-12-25,Work Conditions,46,No
EMP15813,2025-05-17,End of Contract,33,Yes
EMP15876,2025-07-28,Better Opportunity,43,Yes
EMP15881,2025-07-18,Salary Issues,16,No
EMP15906,2025-07-25,Better Opportunity,24,Yes
EMP15913,2022-11-20,Work Conditions,40,No
EMP15914,2025-09-03,Health Issues,18,No
EMP15926,2023-10-18,End of Contract,33,Yes
EMP15928,2025-10-20,Better Opportunity,3,Yes
EMP15941,2024-07-01,Better Opportunity,37,Yes
EMP15944,2024-09-29,End of Contract,23,Yes
EMP15954,2023-04-30,Work Conditions,36,No
EMP15993,2024-10-05,End of Contract,28,Yes
EMP16007,2023-12-30,Better Opportunity,24,Yes
EMP16055,2025-03-20,Family Reasons,43,Yes
EMP16067,2024-09-11,Better Opportunity,15,Yes
EMP16091,2024-12-12,Salary Issues,42,No
EMP16125,2023-11-19,Better Opportunity,44,Yes
EMP16128,2025-02-01,Work Conditions,21,No
EMP16143,2023-06-18,Salary Issues,41,No
EMP16144,2025-06-28,Better Opportunity,23,Yes
EMP16146,2025-10-24,Better Opportunity,3,Yes
EMP16167,2024-07-10,Work Conditions,21,No
EMP16171,2025-07-30,Family Reasons,4,Yes
EMP16178,2025-08-13,Family Reasons,22,Yes
EMP16194,2024-06-30,Better Opportunity,43,Yes
EMP16197,2023-06-29,End of Contract,32,Yes
EMP16200,2024-05-08,Better Opportunity,43,Yes
EMP16221,2025-10-14,Better Opportunity,33,Yes
EMP16241,2025-03-31,Better Opportunity,12,Yes
EMP16258,2024-12-16,Better Opportunity,18,Yes
EMP16267,2024-12-17,Better Opportunity,13,Yes
EMP16273,2025-06-19,End of Contract,44,Yes
EMP16290,2024-12-31,Terminated,27,No
EMP16308,2024-03-04,Health Issues,23,No
EMP16311,2025-09-27,Work Conditions,8,No
EMP16318,2025-06-16,Better Opportunity,35,Yes
EMP16321,2025-07-21,End of Contract,44,Yes
EMP16333,2023-08-16,End of Contract,32,Yes
EMP16347,2025-09-26,Better Opportunity,5,Yes
EMP16354,2024-12-28,Better Opportunity,43,Yes
EMP16375,2024-11-01,Salary Issues,24,No
EMP16388,2024-11-21,Better Opportunity,44,Yes
EMP16392,2025-05-26,Work Conditions,45,No
EMP16399,2025-06-26,End of Contract,13,Yes
EMP16425,2022-10-15,End of Contract,43,Yes
EMP16427,2024-11-27,Health Issues,15,No
EMP16428,2025-03-08,Better Opportunity,31,Yes
EMP16437,2025-07-09,Family Reasons,7,Yes
EMP16445,2024-10-29,End of Contract,29,Yes
EMP16455,2025-10-28,Work Conditions,32,No
EMP16456,2023-03-16,Better Opportunity,41,Yes
EMP16495,2024-10-03,Family Reasons,41,Yes
EMP16539,2024-04-11,End of Contract,27,Yes
EMP16542,2024-07-25,Salary Issues,21,No
EMP16543,2025-10-02,Work Conditions,40,No
EMP16570,2025-03-27,Salary Issues,32,No
EMP16581,2023-02-22,Better Opportunity,43,Yes
EMP16584,2023-07-19,Work Conditions,42,No
EMP16602,2025-08-02,Better Opportunity,10,Yes
EMP16609,2025-09-17,Family Reasons,9,Yes
EMP16622,2023-09-16,Better Opportunity,40,Yes
EMP16626,2025-08-11,Better Opportunity,20,Yes
EMP16643,2024-12-09,Salary Issues,39,No
EMP16644,2023-06-17,Salary Issues,45,No
EMP16651,2024-11-25,Better Opportunity,27,Yes
EMP16675,2025-07-13,Better Opportunity,12,Yes
EMP16679,2023-12-09,Family Reasons,26,Yes
EMP16693,2025-03-07,End of Contract,34,Yes
EMP16727,2025-08-06,End of Contract,24,Yes
EMP16743,2024-09-21,Better Opportunity,16,Yes
EMP16746,2024-10-31,Better Opportunity,45,Yes
EMP16748,2025-05-04,Health Issues,18,No
EMP16749,2024-08-31,Better Opportunity,18,Yes
EMP16752,2024-11-15,End of Contract,29,Yes
EMP16770,2025-02-03,Family Reasons,11,Yes
EMP16782,2023-08-08,End of Contract,34,Yes
EMP16785,2025-11-08,Salary Issues,13,No
EMP16788,2023-11-04,Better Opportunity,25,Yes
EMP16799,2025-09-06,Salary Issues,7,No
EMP16801,2024-10-15,Better Opportunity,18,Yes
EMP16818,2025-08-16,Better Opportunity,15,Yes
EMP16841,2024-07-29,Terminated,43,No
EMP16842,2025-02-13,Family Reasons,31,Yes
EMP16846,2023-11-20,Work Conditions,40,No
EMP16850,2024-06-05,End of Contract,25,Yes
EMP16859,2025-01-29,Better Opportunity,22,Yes
EMP16874,2024-06-09,Better Opportunity,25,Yes
EMP16875,2025-07-12,Better Opportunity,39,Yes
EMP16880,2025-09-21,Better Opportunity,30,Yes
EMP16883,2025-07-02,Salary Issues,8,No
EMP16899,2023-07-01,Better Opportunity,31,Yes
EMP16901,2025-03-29,Better Opportunity,13,Yes
EMP16902,2023-01-17,Better Opportunity,39,Yes
EMP16909,2025-07-20,End of Contract,29,Yes
EMP16918,2025-08-07,Work Conditions,9,No
EMP16925,2025-05-07,Better Opportunity,23,Yes
EMP16937,2025-10-04,End of Contract,4,Yes
EMP16943,2025-01-30,End of Contract,17,Yes
EMP16944,2024-08-30,Better Opportunity,24,Yes
EMP16967,2025-02-25,Terminated,18,No
EMP16991,2024-12-08,Better Opportunity,19,Yes
EMP17028,2024-01-06,Family Reasons,30,Yes
EMP17045,2025-08-18,Better Opportunity,10,Yes
EMP17072,2022-11-30,Family Reasons,38,Yes
EMP17074,2023-01-21,Better Opportunity,47,Yes
EMP17075,2024-12-24,End of Contract,34,Yes
EMP17077,2025-08-19,Better Opportunity,5,Yes
EMP17093,2023-02-09,Better Opportunity,35,Yes
EMP17149,2023-04-05,Work Conditions,40,No
EMP17177,2025-08-02,Better Opportunity,4,Yes
EMP17191,2025-06-25,End of Contract,32,Yes
EMP17199,2025-04-08,Better Opportunity,12,Yes
EMP17206,2024-03-28,Better Opportunity,23,Yes
EMP17208,2022-07-29,Better Opportunity,42,Yes
EMP17222,2025-05-06,Better Opportunity,14,Yes
EMP17250,2024-12-21,End of Contract,15,Yes
EMP17264,2024-09-06,Salary Issues,20,No
EMP17267,2024-11-26,Better Opportunity,37,Yes
EMP17296,2025-05-04,Salary Issues,13,No
EMP17338,2023-03-27,Salary Issues,39,No
EMP17352,2025-10-15,End of Contract,37,Yes
EMP17361,2025-02-08,Better Opportunity,17,Yes
EMP17368,2024-02-07,Better Opportunity,34,Yes
EMP17369,2025-06-30,Better Opportunity,6,Yes
EMP17391,2025-11-04,Health Issues,19,No
EMP17398,2024-07-13,End of Contract,17,Yes
EMP17443,2023-11-05,Better Opportunity,28,Yes
EMP17444,2025-05-07,Better Opportunity,38,Yes
EMP17458,2025-01-24,Work Conditions,20,No
EMP17491,2023-09-23,End of Contract,36,Yes
EMP17492,2024-02-05,Salary Issues,31,No
EMP17497,2024-02-03,Work Conditions,35,No
EMP17522,2025-03-04,End of Contract,15,Yes
EMP17557,2025-11-11,Better Opportunity,17,Yes
EMP17558,2025-11-03,Family Reasons,8,Yes
EMP17565,2025-08-26,End of Contract,4,Yes
EMP17572,2025-09-16,Better Opportunity,7,Yes
EMP17593,2025-08-09,Terminated,15,No
EMP17599,2024-11-17,End of Contract,31,Yes
EMP17609,2023-06-03,Salary Issues,33,No
EMP17619,2025-08-21,Better Opportunity,35,Yes
EMP17620,2024-10-17,Better Opportunity,41,Yes
EMP17622,2025-05-11,Better Opportunity,8,Yes
EMP17629,2025-05-14,End of Contract,8,Yes
EMP17630,2025-02-10,Better Opportunity,13,Yes
EMP17647,2023-03-07,End of Contract,45,Yes
EMP17650,2025-07-13,Better Opportunity,41,Yes
EMP17655,2023-12-27,Salary Issues,42,No
EMP17673,2024-10-24,Better Opportunity,17,Yes
EMP17681,2025-09-17,End of Contract,15,Yes
EMP17699,2025-07-06,Better Opportunity,29,Yes
EMP17710,2025-06-13,Better Opportunity,6,Yes
EMP17739,2025-04-27,Family Reasons,11,Yes
EMP17774,2024-05-29,End of Contract,31,Yes
EMP17784,2024-09-25,Better Opportunity,27,Yes
EMP17785,2024-04-05,End of Contract,22,Yes
EMP17829,2024-07-11,Work Conditions,32,No
EMP17837,2023-12-22,Better Opportunity,38,Yes
EMP17848,2024-10-14,End of Contract,24,Yes
EMP17857,2025-05-28,Family Reasons,9,Yes
EMP17858,2024-10-05,Salary Issues,45,No
EMP17892,2025-03-20,Better Opportunity,35,Yes
EMP17893,2022-11-23,Work Conditions,43,No
EMP17896,2024-04-21,Work Conditions,24,No
EMP17899,2023-05-29,Salary Issues,38,No
EMP17903,2025-11-03,Health Issues,30,No
EMP17913,2025-08-11,End of Contract,25,Yes
EMP17917,2025-05-29,Family Reasons,7,Yes
EMP17944,2023-12-16,Better Opportunity,31,Yes
EMP17946,2025-07-24,End of Contract,25,Yes
EMP17950,2023-07-27,Better Opportunity,29,Yes
EMP17953,2024-11-20,Terminated,46,No
EMP17994,2023-03-28,Family Reasons,36,Yes
EMP17997,2025-07-13,Better Opportunity,16,Yes
EMP18001,2024-11-28,End of Contract,25,Yes
EMP18011,2023-05-18,Health Issues,33,No
EMP18079,2025-10-03,Better Opportunity,20,Yes
EMP18092,2025-06-08,Better Opportunity,6,Yes
EMP18101,2024-09-15,Better Opportunity,45,Yes
EMP18104,2025-11-12,Better Opportunity,25,Yes
EMP18110,2025-06-03,Better Opportunity,30,Yes
EMP18123,2025-03-21,Better Opportunity,11,Yes
EMP18126,2022-12-13,Better Opportunity,46,Yes
EMP18140,2025-08-07,Family Reasons,6,Yes
EMP18163,2024-08-02,Better Opportunity,26,Yes
EMP18186,2025-04-15,Family Reasons,28,Yes
EMP18200,2024-08-29,Better Opportunity,16,Yes
EMP18206,2025-05-07,Better Opportunity,10,Yes
EMP18216,2023-04-04,Better Opportunity,40,Yes
EMP18238,2025-01-20,End of Contract,20,Yes
EMP18253,2025-04-04,End of Contract,45,Yes
EMP18272,2024-10-26,Work Conditions,17,No
EMP18287,2025-10-28,Salary Issues,14,No
EMP18295,2025-03-13,Salary Issues,17,No
EMP18300,2024-05-16,Better Opportunity,23,Yes
EMP18311,2025-05-01,Better Opportunity,36,Yes
EMP18314,2024-09-07,Family Reasons,21,Yes
EMP18340,2025-06-12,Terminated,37,No
EMP18342,2024-12-31,End of Contract,28,Yes
EMP18350,2024-12-21,Salary Issues,32,No
EMP18358,2025-06-14,Work Conditions,8,No
EMP18364,2025-11-09,Better Opportunity,6,Yes
EMP18406,2025-03-08,Better Opportunity,30,Yes
EMP18450,2025-08-22,Salary Issues,4,No
EMP18451,2025-06-24,Family Reasons,7,Yes
EMP18466,2024-12-02,Salary Issues,20,No
EMP18471,2023-08-06,Better Opportunity,39,Yes
EMP18474,2025-05-06,Better Opportunity,31,Yes
EMP18488,2024-09-08,End of Contract,32,Yes
EMP18530,2024-03-20,End of Contract,43,Yes
EMP18538,2024-01-14,Better Opportunity,31,Yes
EMP18554,2024-01-05,End of Contract,34,Yes
EMP18595,2023-01-30,Better Opportunity,41,Yes
EMP18600,2024-08-18,Salary Issues,16,No
EMP18618,2023-06-28,Family Reasons,39,Yes
EMP18636,2025-07-17,End of Contract,12,Yes
EMP18644,2024-02-13,Better Opportunity,37,Yes
EMP18654,2025-06-02,Salary Issues,8,No
EMP18661,2025-09-04,Better Opportunity,5,Yes
EMP18675,2024-08-09,Salary Issues,20,No
EMP18697,2024-08-13,End of Contract,23,Yes
EMP18700,2025-03-12,Better Opportunity,15,Yes
EMP18701,2024-07-09,Salary Issues,18,No
EMP18706,2025-07-25,End of Contract,16,Yes
EMP18723,2024-10-17,Better Opportunity,18,Yes
EMP18731,2024-06-30,Better Opportunity,27,Yes
EMP18735,2025-03-15,Better Opportunity,9,Yes
EMP18746,2025-06-20,Salary Issues,13,No
EMP18762,2024-12-12,Work Conditions,21,No
EMP18776,2023-04-19,Family Reasons,41,Yes
EMP18792,2024-07-25,End of Contract,39,Yes
EMP18819,2024-11-29,Better Opportunity,45,Yes
EMP18844,2024-05-04,Better Opportunity,19,Yes
EMP18848,2025-08-02,Health Issues,5,No
EMP18869,2024-10-14,Better Opportunity,17,Yes
EMP18873,2025-09-01,Better Opportunity,5,Yes
EMP18879,2025-04-12,End of Contract,28,Yes
EMP18880,2024-11-11,Health Issues,21,No
EMP18902,2024-04-16,Better Opportunity,38,Yes
EMP18911,2024-03-20,Salary Issues,26,No
EMP18930,2023-12-15,Better Opportunity,26,Yes
EMP18931,2025-09-25,Family Reasons,20,Yes
EMP18932,2024-06-24,End of Contract,25,Yes
EMP18939,2022-12-23,Work Conditions,42,No
EMP18946,2025-02-03,Family Reasons,19,Yes
EMP18948,2024-09-05,End of Contract,20,Yes
EMP18974,2022-12-14,Better Opportunity,47,Yes
EMP19006,2025-01-05,Better Opportunity,22,Yes
EMP19010,2024-02-23,Work Conditions,30,No
EMP19012,2024-03-23,End of Contract,31,Yes
EMP19040,2025-09-25,Family Reasons,4,Yes
EMP19043,2025-04-28,Salary Issues,18,No
EMP19047,2023-12-18,Better Opportunity,44,Yes
EMP19065,2025-11-10,Family Reasons,6,Yes
EMP19091,2024-10-06,Family Reasons,37,Yes
EMP19100,2025-09-27,Salary Issues,30,No
EMP19121,2025-02-10,Better Opportunity,30,Yes
EMP19124,2023-11-29,Better Opportunity,35,Yes
EMP19145,2023-08-07,Better Opportunity,43,Yes
EMP19157,2024-05-17,Terminated,42,No
EMP19159,2023-10-05,Family Reasons,37,Yes
EMP19169,2025-10-31,Better Opportunity,11,Yes
EMP19186,2025-05-24,End of Contract,11,Yes
EMP19190,2023-02-04,Family Reasons,41,Yes
EMP19210,2025-08-23,End of Contract,10,Yes
EMP19235,2025-05-10,End of Contract,10,Yes
EMP19277,2025-10-15,End of Contract,42,Yes
EMP19289,2025-03-26,End of Contract,16,Yes
EMP19326,2024-10-22,End of Contract,27,Yes
EMP19328,2025-09-21,End of Contract,8,Yes
EMP19332,2024-07-25,Salary Issues,19,No
EMP19358,2024-03-23,Better Opportunity,42,Yes
EMP19377,2024-11-21,End of Contract,28,Yes
EMP19390,2023-12-31,End of Contract,23,Yes
EMP19417,2025-04-17,End of Contract,31,Yes
EMP19420,2025-10-09,Better Opportunity,6,Yes
EMP19422,2025-07-05,Salary Issues,29,No
EMP19432,2025-11-14,Better Opportunity,4,Yes
EMP19437,2025-01-27,Better Opportunity,29,Yes
EMP19458,2025-08-28,Better Opportunity,5,Yes
EMP19463,2025-11-13,Better Opportunity,22,Yes
EMP19464,2025-03-06,Family Reasons,12,Yes
EMP19480,2025-09-24,End of Contract,17,Yes
EMP19486,2023-07-16,Salary Issues,46,No
EMP19491,2025-06-11,Health Issues,24,No
EMP19545,2025-10-17,Family Reasons,12,Yes
EMP19579,2024-04-10,Salary Issues,26,No
EMP19596,2025-04-28,Health Issues,17,No
EMP19598,2023-03-17,Better Opportunity,40,Yes
EMP19605,2024-09-23,Health Issues,19,No
EMP19606,2025-03-31,Health Issues,21,No
EMP19612,2025-06-20,Better Opportunity,17,Yes
EMP19619,2025-09-23,Terminated,7,No
EMP19625,2025-03-16,Better Opportunity,23,Yes
EMP19641,2025-10-25,Family Reasons,14,Yes
EMP19646,2022-08-19,End of Contract,42,Yes
EMP19651,2023-05-24,Salary Issues,35,No
EMP19655,2025-11-07,End of Contract,7,Yes
EMP19660,2025-01-19,Salary Issues,24,No
EMP19661,2023-11-22,Better Opportunity,32,Yes
EMP19679,2024-06-08,Work Conditions,31,No
EMP19712,2023-05-24,Family Reasons,33,Yes
EMP19714,2023-10-05,Salary Issues,32,No
EMP19715,2023-05-12,Family Reasons,36,Yes
EMP19719,2025-04-23,Health Issues,8,No
EMP19733,2024-07-06,Better Opportunity,19,Yes
EMP19739,2024-09-27,End of Contract,34,Yes
EMP19746,2025-10-04,Work Conditions,5,No
EMP19765,2024-01-09,Better Opportunity,46,Yes
EMP19767,2024-12-15,End of Contract,22,Yes
EMP19778,2024-11-04,Family Reasons,22,Yes
EMP19782,2024-04-14,Work Conditions,24,No
EMP19785,2025-09-12,End of Contract,15,Yes
EMP19787,2023-12-09,Family Reasons,40,Yes
EMP19792,2025-07-11,Family Reasons,35,Yes
EMP19802,2024-09-09,End of Contract,17,Yes
EMP19806,2023-08-26,Work Conditions,39,No
EMP19811,2025-02-23,Better Opportunity,16,Yes
EMP19831,2024-10-13,Family Reasons,24,Yes
EMP19854,2024-08-08,Family Reasons,37,Yes
EMP19863,2025-03-31,Family Reasons,12,Yes
EMP19871,2023-02-12,Better Opportunity,37,Yes
EMP19877,2025-05-28,End of Contract,20,Yes
EMP19902,2024-04-12,Family Reasons,43,Yes
EMP19911,2025-02-06,Better Opportunity,30,Yes
EMP19916,2023-11-07,Better Opportunity,26,Yes
EMP19919,2023-04-21,Salary Issues,45,No
EMP19922,2025-06-14,End of Contract,37,Yes
EMP19929,2024-12-07,Better Opportunity,23,Yes
EMP19930,2024-01-30,Work Conditions,33,No
EMP19934,2025-07-15,Family Reasons,14,Yes
EMP19939,2025-05-28,Family Reasons,17,Yes
EMP19958,2023-12-05,Better Opportunity,35,Yes
EMP19972,2024-04-04,End of Contract,28,Yes
EMP19975,2024-07-17,End of Contract,17,Yes
EMP19993,2025-01-31,End of Contract,19,Yes
EMP19997,2024-06-06,Better Opportunity,22,Yes
EMP20004,2024-11-05,Better Opportunity,41,Yes
EMP20019,2025-08-29,Better Opportunity,9,Yes
EMP20045,2024-10-13,End of Contract,28,Yes
EMP20050,2024-08-07,Family Reasons,33,Yes
EMP20063,2023-12-15,Better Opportunity,26,Yes
EMP20072,2025-08-08,Work Conditions,7,No
EMP20080,2025-11-11,End of Contract,5,Yes
EMP20084,2025-02-03,Family Reasons,16,Yes
EMP20090,2025-06-13,End of Contract,15,Yes
EMP20095,2022-12-10,End of Contract,44,Yes
EMP20101,2024-06-08,Terminated,25,No
EMP20120,2023-09-20,Better Opportunity,41,Yes
EMP20126,2022-12-17,Family Reasons,45,Yes
EMP20142,2025-02-18,Work Conditions,27,No
EMP20146,2025-07-15,Better Opportunity,24,Yes
EMP20189,2025-07-08,Better Opportunity,24,Yes
EMP20213,2025-02-04,End of Contract,17,Yes
EMP20220,2024-02-16,End of Contract,31,Yes
EMP20230,2025-11-04,Family Reasons,12,Yes
EMP20233,2025-06-18,End of Contract,8,Yes
EMP20236,2023-09-24,End of Contract,33,Yes
EMP20243,2025-05-29,Better Opportunity,7,Yes
EMP20249,2024-05-23,End of Contract,44,Yes
EMP20251,2023-08-23,Salary Issues,36,No
EMP20270,2025-07-31,Health Issues,22,No
EMP20276,2025-05-25,Family Reasons,35,Yes
EMP20287,2025-07-02,Better Opportunity,37,Yes
EMP20288,2022-03-16,Salary Issues,46,No
EMP20307,2023-09-11,Salary Issues,32,No
EMP20311,2024-04-07,Better Opportunity,33,Yes
EMP20312,2023-12-12,Salary Issues,25,No
EMP20318,2022-10-23,Work Conditions,39,No
EMP20343,2024-05-28,Better Opportunity,21,Yes
EMP20366,2025-01-29,Salary Issues,10,No
EMP20368,2025-10-06,Family Reasons,39,Yes
EMP20378,2024-05-15,End of Contract,33,Yes
EMP20379,2024-11-24,Health Issues,27,No
EMP20407,2022-07-16,Better Opportunity,43,Yes
EMP20410,2025-10-16,Family Reasons,12,Yes
EMP20436,2024-12-03,Better Opportunity,34,Yes
EMP20444,2022-11-05,End of Contract,40,Yes
EMP20449,2024-04-15,Salary Issues,46,No
EMP20461,2025-11-08,Family Reasons,5,Yes
EMP20481,2025-10-30,Family Reasons,21,Yes
EMP20489,2024-04-15,Better Opportunity,31,Yes
EMP20514,2025-10-19,Better Opportunity,23,Yes
EMP20542,2023-10-29,Better Opportunity,38,Yes
EMP20550,2025-08-01,Family Reasons,10,Yes
EMP20626,2025-11-03,Better Opportunity,14,Yes
EMP20673,2025-02-09,End of Contract,24,Yes
EMP20676,2024-12-17,End of Contract,44,Yes
EMP20680,2023-09-14,End of Contract,35,Yes
EMP20747,2025-07-04,Terminated,36,No
EMP20778,2024-09-02,Work Conditions,45,No
EMP20782,2025-08-28,End of Contract,8,Yes
EMP20805,2025-02-15,End of Contract,13,Yes
EMP20810,2025-10-12,Health Issues,3,No
EMP20834,2024-12-14,End of Contract,26,Yes
EMP20839,2023-07-15,Better Opportunity,30,Yes
EMP20849,2024-10-14,Better Opportunity,44,Yes
EMP20854,2025-11-05,Better Opportunity,3,Yes
EMP20867,2025-05-14,Health Issues,12,No
EMP20879,2025-06-24,Better Opportunity,19,Yes
EMP20880,2025-10-26,Family Reasons,24,Yes
EMP20896,2025-10-18,End of Contract,11,Yes
EMP20929,2025-04-16,Better Opportunity,11,Yes
EMP20938,2024-10-30,Work Conditions,15,No
EMP20953,2023-05-09,End of Contract,39,Yes
EMP20972,2025-08-18,Better Opportunity,6,Yes
EMP21003,2025-07-04,End of Contract,11,Yes
EMP21012,2025-06-08,Family Reasons,11,Yes
EMP21016,2023-12-16,Better Opportunity,27,Yes
EMP21031,2025-05-04,Better Opportunity,15,Yes
EMP21040,2024-11-08,Terminated,26,No
EMP21079,2025-09-17,End of Contract,16,Yes
EMP21135,2024-06-24,End of Contract,24,Yes
EMP21139,2024-11-24,Better Opportunity,33,Yes
EMP21140,2025-06-28,Better Opportunity,29,Yes
EMP21158,2023-02-20,Better Opportunity,43,Yes
EMP21166,2025-07-01,End of Contract,9,Yes
EMP21179,2025-09-14,Family Reasons,3,Yes
EMP21185,2025-01-04,Family Reasons,39,Yes
EMP21203,2025-08-07,End of Contract,20,Yes
EMP21204,2023-08-12,Health Issues,37,No
EMP21205,2024-06-27,Health Issues,35,No
EMP21223,2025-02-16,End of Contract,38,Yes
EMP21232,2024-12-13,Salary Issues,12,No
EMP21234,2025-04-03,Health Issues,9,No
EMP21246,2023-04-30,Better Opportunity,42,Yes
EMP21257,2025-09-29,Salary Issues,6,No
EMP21260,2024-06-27,Family Reasons,24,Yes
EMP21272,2024-04-06,Better Opportunity,37,Yes
EMP21303,2025-07-22,End of Contract,21,Yes
EMP21314,2023-06-18,End of Contract,31,Yes
EMP21321,2024-06-21,Family Reasons,38,Yes
EMP21333,2025-01-12,End of Contract,38,Yes
EMP21337,2025-10-05,End of Contract,24,Yes
EMP21358,2025-04-11,Better Opportunity,27,Yes
EMP21378,2022-07-19,Salary Issues,44,No
EMP21382,2025-10-06,End of Contract,6,Yes
EMP21401,2024-11-01,Family Reasons,28,Yes
EMP21404,2025-02-04,Salary Issues,10,No
EMP21443,2024-12-05,Better Opportunity,14,Yes
EMP21458,2025-06-13,Family Reasons,7,Yes
EMP21463,2025-05-24,Salary Issues,28,No
EMP21472,2023-04-26,Better Opportunity,35,Yes
EMP21477,2025-07-17,End of Contract,6,Yes
EMP21506,2024-09-09,Better Opportunity,40,Yes
EMP21517,2025-06-06,Better Opportunity,6,Yes
EMP21525,2024-04-26,End of Contract,39,Yes
EMP21529,2025-03-01,Better Opportunity,31,Yes
EMP21563,2025-10-14,Family Reasons,17,Yes
EMP21570,2025-05-31,End of Contract,36,Yes
EMP21605,2025-08-25,Better Opportunity,8,Yes
EMP21610,2024-10-23,Better Opportunity,26,Yes
EMP21629,2025-09-14,End of Contract,5,Yes
EMP21635,2025-04-06,Family Reasons,39,Yes
EMP21643,2025-09-27,Better Opportunity,35,Yes
EMP21670,2024-06-22,End of Contract,34,Yes
EMP21672,2025-03-13,Better Opportunity,11,Yes
EMP21719,2024-02-16,Family Reasons,23,Yes
EMP21722,2025-03-10,Better Opportunity,34,Yes
EMP21735,2024-11-24,Work Conditions,26,No
EMP21751,2025-10-07,Health Issues,8,No
EMP21752,2023-02-20,End of Contract,46,Yes
EMP21758,2025-10-16,Family Reasons,3,Yes
EMP21771,2025-07-26,End of Contract,9,Yes
EMP21781,2023-01-24,Work Conditions,38,No
EMP21794,2025-07-18,Work Conditions,13,No
EMP21848,2024-12-11,Work Conditions,32,No
EMP21862,2025-10-27,Work Conditions,27,No
EMP21867,2025-06-10,Salary Issues,14,No
EMP21868,2025-11-15,Family Reasons,11,Yes
EMP21872,2025-07-13,Better Opportunity,33,Yes
EMP21878,2024-12-11,End of Contract,28,Yes
EMP21896,2025-06-27,Health Issues,9,No
EMP21934,2022-04-23,Better Opportunity,44,Yes
EMP21935,2025-10-22,Better Opportunity,4,Yes
EMP21957,2025-06-27,Better Opportunity,6,Yes
EMP21959,2023-07-02,Better Opportunity,32,Yes
EMP21961,2025-09-26,Family Reasons,46,Yes
EMP21976,2025-07-01,Terminated,7,No
EMP21988,2025-06-13,End of Contract,7,Yes
EMP22001,2023-04-27,Better Opportunity,46,Yes
EMP22003,2024-12-03,Better Opportunity,37,Yes
EMP22017,2025-05-26,Better Opportunity,9,Yes
EMP22026,2025-10-18,Family Reasons,4,Yes
EMP22039,2025-09-09,Better Opportunity,25,Yes
EMP22050,2023-10-27,End of Contract,30,Yes
EMP22052,2025-03-15,Better Opportunity,10,Yes
EMP22084,2024-11-10,End of Contract,33,Yes
EMP22102,2024-02-21,End of Contract,28,Yes
EMP22106,2024-08-20,Better Opportunity,25,Yes
EMP22107,2025-04-30,Better Opportunity,11,Yes
EMP22108,2025-01-21,Better Opportunity,31,Yes
EMP22112,2025-06-16,Better Opportunity,15,Yes
EMP22113,2024-07-20,Better Opportunity,29,Yes
EMP22119,2025-10-04,Health Issues,6,No
EMP22122,2023-11-16,Better Opportunity,34,Yes
EMP22126,2025-10-15,Terminated,8,No
EMP22137,2025-11-02,Better Opportunity,16,Yes
EMP22161,2025-10-15,End of Contract,44,Yes
EMP22208,2025-03-29,Better Opportunity,9,Yes
EMP22226,2025-03-07,Work Conditions,27,No
EMP22229,2025-07-17,Better Opportunity,16,Yes
EMP22246,2024-01-11,End of Contract,25,Yes
EMP22249,2025-10-01,Work Conditions,15,No
EMP22250,2025-06-13,Better Opportunity,37,Yes
EMP22251,2025-08-12,Family Reasons,12,Yes
EMP22254,2025-11-01,Work Conditions,4,No
EMP22310,2025-10-10,Better Opportunity,6,Yes
EMP22319,2024-07-08,End of Contract,36,Yes
EMP22366,2024-03-04,End of Contract,26,Yes
EMP22373,2023-10-15,Family Reasons,26,Yes
EMP22382,2022-10-01,Better Opportunity,42,Yes
EMP22406,2025-10-16,End of Contract,5,Yes
